day,pop,speed_mean,size_mean,sense_mean,speed_cv,size_cv,sense_cv
1,43,0.9241168078120998,1.279530238083504,76.76895400151926,0.28461735714229935,0.3747405452776983,0.32480794035267707
2,69,0.936756580706465,1.297890842605574,76.1171812244996,0.2903547254670281,0.3547300930490812,0.33178319849446586
3,48,0.9492049910482306,1.2322428464239945,76.62617736214614,0.2908723800865434,0.3801647083218015,0.3374954193942734
4,50,0.9381649100743608,1.2498415308128143,79.52447451340589,0.26956945674078503,0.3681805035477571,0.2906812318623869
5,29,0.9982308906289564,1.0473147204746522,74.92468532077167,0.28211562734001516,0.3892391475495597,0.32124235468885476
6,42,1.014203605175725,1.110317437299021,75.26568815726897,0.2689164681182423,0.384117008026191,0.3049365141704041
7,31,1.0104360660159344,0.9505220289193198,73.08595152094676,0.26599958166155124,0.4047912548906038,0.3188042591612884
8,46,1.0213858091162262,0.9704374956217253,76.669933325212,0.24620415752573294,0.41388790322296864,0.30191518364343745
9,41,0.9648292253208135,0.8980730652947424,72.93415195415857,0.2764303248592527,0.39139704762593314,0.30520322856322235
10,49,0.9839594939366192,0.8962087470604592,75.99840562096162,0.2687814516376389,0.38199238499554816,0.2823015064541078
11,46,0.9698573305376054,0.8810701772906099,73.41623105697867,0.2783228996176908,0.35431076765493785,0.2915758173481407
12,54,1.032002847690893,0.9122669697035676,78.70116822265744,0.26374434203717484,0.30357883160171295,0.25355978605834445
13,48,1.0141379647838817,0.8742160936305895,73.95369126409197,0.2623277293506626,0.3267838594284119,0.2844939527772094
14,53,1.0344527030811734,0.902324100318321,78.63633313165462,0.26541068914686045,0.2909723340384223,0.2730543328002869
15,49,0.9592241127995267,0.8919818691622584,76.70721746301962,0.286928591906905,0.2746696538398969,0.2636900617397219
16,61,1.0359781341385366,0.9292931283948223,81.12638677172285,0.2704978813797625,0.26154190211760975,0.24457461432336092
17,52,1.0171565481864946,0.9342619561007953,77.90995933216259,0.2680872194685108,0.2742907890482142,0.2627832070995554
18,62,1.064139348963369,0.964154494687175,82.7787945442759,0.24746693670351147,0.24747327980392214,0.22755071400583393
19,51,1.0030626109432033,0.9645960756078205,76.98453214994933,0.27969183394856795,0.28536571053833915,0.28772041853122765
20,59,1.0174214350911635,0.9779483205089685,81.54557339211132,0.268490882307247,0.26463473417949945,0.26151538646350014
21,53,1.0295847753250398,0.9743471151188364,81.65172414849653,0.27630108793444846,0.24260654571782297,0.2481811464385829
22,58,1.0284605934607,1.0076702710041139,84.43549812712915,0.27575451862947853,0.2616674128083562,0.24181523101326635
23,50,1.0241760173817949,1.0008274513489743,82.35344698593984,0.30252351263778443,0.24835439637960335,0.24269650881261745
24,56,0.9738067445090278,1.0152754561006783,82.05771496865891,0.306320576984534,0.2541435295793672,0.2459717256519618
25,54,0.9832179386456364,1.0010218605646226,80.39790734691051,0.31107399402427327,0.25825115568793044,0.25256195463572917
26,46,1.023373216906638,1.041749341677021,86.29940745961595,0.28917930287210925,0.26363506743533516,0.25228227665882424
27,42,1.0166833607907146,1.0040525926151207,82.86361923261947,0.305526948498987,0.28203339081283035,0.27164930185004965
28,49,1.0173789508110993,1.0067514831389537,83.22715808013032,0.2946528807900463,0.3012594670769305,0.27887841994827084
29,41,1.0140662799196938,0.9657117738700444,77.65354732966875,0.3118684870288777,0.3066354319827658,0.2712604695418408
30,44,1.0290494577093678,0.9857807718869412,82.45146497943087,0.30331520235500076,0.31622527093523883,0.28054642514818157
31,44,1.0332905644173083,0.9676409132698591,79.5517427175449,0.3082624800976997,0.2943164962318672,0.27122095334261204
32,44,1.1427204307315622,0.9910158642107476,87.36528021865307,0.25359423601110065,0.24056521203620376,0.2348437848356008
33,36,1.1285896126727724,0.98815130765137,83.93673662116038,0.26356121836282026,0.25683824424204693,0.23812519261163967
34,39,1.122691048225813,0.9622483077075864,85.32013118945798,0.27133414977133746,0.2642224942917558,0.265058433123849
35,44,1.117214956265122,1.0010451520202857,82.99064921634069,0.2788840912945016,0.27453902777862593,0.2580602343103221
36,45,1.1707511327139635,0.9890398453600191,88.14240985463552,0.2710258176222768,0.26981596877364217,0.2657507895431783
37,45,1.1683105783278298,1.0161180250345085,84.82337853836724,0.2732360699572619,0.2612413886387119,0.2436159492112345
38,44,1.1450326118693377,0.9901836454535468,84.46956691152299,0.2865862503384837,0.2979225949563736,0.29243085613544184
39,42,1.1503792101335801,1.012184185376185,81.59034028692633,0.29233821166002305,0.2686375321437419,0.25896962123640643
40,37,1.1252273832770079,0.9940793078947447,81.46979783640444,0.30240449277664194,0.31613451472471366,0.3088463700811447
41,39,1.086579459132242,0.9771042736100358,77.55725254458672,0.32543686809870365,0.308713820821428,0.29127933538053496
42,41,1.1235880120831057,1.0391031018448094,84.0829662581554,0.29288524025429447,0.3265335973155986,0.29002305026807174
43,35,1.0122562847448684,0.9405991340459566,73.75058721424324,0.3346756292903456,0.3744142638614924,0.2993250106904818
44,43,0.9830112664360541,0.9654842882611728,75.6163913386081,0.32365232918898024,0.4074699120783063,0.3229676082981841
45,45,0.9775354829956936,0.9342903988485411,71.73977198552542,0.3301103235425597,0.3954439681102497,0.31145340536667776
46,41,0.9938304434942943,1.0021312099057447,75.42934872065024,0.31662486387295946,0.42423647882086135,0.34536038600644176
47,40,1.0103060951177962,0.9360130780915801,70.79754082954086,0.3267423985018241,0.41511321619386105,0.343629835849693
48,40,0.9790603936502169,0.9529978514163016,70.48590545596542,0.32519035309790306,0.4558577576508781,0.34774966071911073
49,40,0.9899475305396855,0.90761707598624,68.1506233325849,0.3251792897262901,0.44383496190456967,0.345309993864852
50,44,0.9980340494471952,0.9365467120164598,71.09583930622112,0.31034925147919806,0.4472431769429526,0.3465948037027594
